Depmap ID,Expression Public 24Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-000758,1.978195629681652,MKN74,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000759,4.237257770900372,MDAMB175VII,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000760,1.9597701552114672,LNZ308,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000761,5.1586601753464985,NUGC2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000762,4.891905188211931,YD38,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000763,1.298658315564515,MM1S,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000764,5.853995647176393,SH10TC,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000765,3.500802053057157,WM983B,Melanoma,Skin,Melanoma
ACH-000766,4.716442236843321,NCIH1648,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000767,2.3868109464722167,NCIH526,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000768,4.866907978143166,MDAMB231,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000769,0.2630344058337938,LK2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000770,7.690347249968758,P31FUJ,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-000771,3.5716768099709317,BICR56,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000772,3.6403895600549454,TE441T,CIC-DUX4 Sarcoma,Soft Tissue,CIC-DUX4 Sarcoma
ACH-000773,7.481072856827754,KIJK,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-000774,4.004501392234941,RERFLCAD2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000775,1.1176950426697545,NCIH727,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000776,6.727648222268611,ONS76,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-000777,7.625635793364919,KYSE30,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000778,4.24031432933371,HSC3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000779,2.963474123974886,PC9,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000780,1.01435529297707,NCIH1105,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000781,1.1826922975161902,NCIH2023,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000782,4.579542224936903,SEM,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000783,1.411426245726465,CAMA1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000784,4.843481425432457,KYSE70,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000785,2.773996325111173,NCIH2126,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000786,0.2141248053528473,DAUDI,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000787,2.424922088210688,LXF289,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000788,4.34766565630097,A2058,Melanoma,Skin,Melanoma
ACH-000789,0.2750070474998697,NCIH810,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000790,4.357552004618084,SHP77,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000791,8.51044770935154,RERFLCAD1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000792,4.023255352300303,BFTC909,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000793,1.91456452349394,KATOIII,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000794,4.330558400030802,BICR22,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000796,4.070389327891398,MCAS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000797,6.241840183564671,HLFA,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000798,4.540399305630624,CL40,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000799,5.296457407371244,HS695T,Melanoma,Skin,Melanoma
ACH-000800,0.2387868595871165,NCIH446,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000801,3.7729413378313352,HS936T,Melanoma,Skin,Melanoma
ACH-000802,4.739848102699328,BFTC905,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000803,3.237257770900372,COLO668,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000804,0.5655971758542251,NB1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000805,4.536674617569758,COLO679,Melanoma,Skin,Melanoma
ACH-000806,7.915102563710183,L540,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-000807,2.5921580021253603,SNU738,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000808,5.304511041809953,HUH28,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-000809,3.422233000683048,KYSE410,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000810,5.478971805032942,SKMEL30,Melanoma,Skin,Melanoma
ACH-000811,5.345538310070007,SKOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000812,5.103077946597573,COLO783,Melanoma,Skin,Melanoma
ACH-000813,5.934988201783478,T3M10,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000814,4.93451650158608,HS939T,Melanoma,Skin,Melanoma
ACH-000815,5.599020177391675,KMH2,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-000816,2.807354922057604,NCIH524,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000817,3.2249663650002742,RPMI8226,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000818,3.426264754702098,BT483,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000819,3.2555007331483865,LN18,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000820,4.098453246309274,SW403,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000821,3.2357270598380583,EJM,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000822,5.360013042204331,SKMEL24,Melanoma,Skin,Melanoma
ACH-000823,2.1176950426697547,KYSE140,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000824,4.714795011118162,KYSE510,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000825,5.203592714207708,HOP92,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000826,2.6016965164809576,CAL12T,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000827,4.799087306074004,WM793,Melanoma,Skin,Melanoma
ACH-000828,3.5897634869849773,ZR7530,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000829,5.127633279725874,HUNS1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000830,3.476381687567235,NCIH1436,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000831,3.070389327891398,HEC50B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000832,4.493775408460703,CAL27,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000833,4.249445341085838,RH30,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000834,4.552745936748446,UMUC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000835,5.017921907997263,GCT,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-000836,3.9049657186840254,YD15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000837,2.2172307162206693,NCIH322,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000838,4.896756218474805,AMO1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000839,4.284662185483165,SCABER,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma
ACH-000840,5.081083928687635,HCC366,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000841,7.22901103701185,NCIH2087,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000842,2.752748591407134,SW480,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000843,4.368069876532083,HARA,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000844,0.1890338243900171,DMS454,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000845,6.25304379464515,NCIH1373,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000846,4.348374075191163,FADU,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000847,3.463360885816658,HGC27,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000848,0.2868811477881615,JHH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000849,5.579542224936903,MDAMB468,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000850,6.556122817841175,HS698T,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000851,0.3673710656485294,MORCPR,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000852,1.3219280948873624,NCIH1435,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000853,2.3701642805402097,NCIH661,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000854,2.6016965164809576,OCIMY5,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000855,4.087462841250339,KYSE150,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000856,5.578334948681608,CAL51,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000857,3.058316495590823,CAL851,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000858,3.460742563789644,KNS62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000859,6.25304379464515,HCC1954,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ
ACH-000860,4.903038270112912,NCIH358,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000861,4.053980168187652,HOP62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000862,3.628773595201645,KMBC2,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000863,2.5084286525318573,DBTRG05MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000864,2.673556423990145,COLO684,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000865,2.604071323668861,KYSE450,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000866,2.636914580355878,NCIH1048,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000867,1.7739963251111732,CHAGOK1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000868,5.000901402741532,HCC1195,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000869,0.9486008474933558,NCIH1568,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000870,0.3103401206121505,NCIH1930,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000871,4.1586601753464985,NCIH510,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000872,0.4005379295837288,HCC515,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000873,3.598126959919604,KYSE270,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000874,3.926948247949772,RS411,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000875,5.0557162635125446,NCIH2347,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000876,2.6803243568440163,MDAMB415,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000877,0.8875252707415875,EB1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000878,6.039357765159702,HCC15,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000879,5.427270935173585,MFE296,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000880,0.3673710656485294,AGS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000881,2.454175893185802,MELJUSO,Melanoma,Skin,Melanoma
ACH-000882,3.3348542693316325,IGR1,Melanoma,Skin,Melanoma
ACH-000883,4.797012977836145,SW1783,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000884,4.389566811762726,MDAMB435S,Melanoma,Skin,Melanoma
ACH-000885,2.232660756790275,TOV21G,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000886,5.951867504326902,NCIH2009,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000887,2.4802651220544627,SF172,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000888,4.812498225333564,NCIH1793,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000889,4.902073579310743,KMM1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000890,4.903520373723376,SW1271,SMARCA4-deficient undifferentiated tumor,Lung,SMARCA4-deficient undifferentiated tumor
ACH-000891,5.836681593327116,HCC1438,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000892,5.261906859828068,NCIH1563,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000893,5.690975738343275,NCIH1651,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000894,6.887525270741588,NCIH1869,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000895,5.452858964713811,CL34,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000896,3.6758159311722696,647V,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000897,2.587364990936461,FTC238,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-000898,1.82781902461732,SNU719,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000899,3.327687364176047,WM88,Melanoma,Skin,Melanoma
ACH-000900,1.550900664647523,NCIH23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000901,4.108524456778169,HCC1359,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000902,2.077242998932461,CAL148,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000903,5.446917864866026,FTC133,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-000904,1.5008020530571575,NCIH2106,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000905,1.7949356628035362,5637,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000906,3.680324356844016,ES2,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000907,6.592008461307305,SNU349,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000908,1.7865963618908067,SNU520,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000909,5.234961094839504,JHUEM2,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000910,1.0908534304511135,MDAMB453,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000911,3.321928094887362,NUGC3,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000912,5.287250643254617,NCIH2286,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000913,4.772413554748482,ESS1,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-000914,0.3219280948873623,HT,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000915,4.311067102255596,IPC298,Melanoma,Skin,Melanoma
ACH-000916,4.426264754702098,NCIH1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000917,3.926948247949772,TE4,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000918,5.693765712217783,MOLT16,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000919,1.2750070474998698,IM95,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000920,5.865671417648427,CMLT1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-000921,4.2471680003747725,NCIH157DM,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000922,4.032100843167024,RCHACV,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000923,5.680886920719692,BCP1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000924,0.8073549220576041,NCIH2172,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000925,1.7048719644563528,DV90,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000926,4.69265037003553,HT55,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000927,1.613531652917927,BT474,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000928,6.062855655205991,JHUEM1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000929,4.416164164733128,NCIH2110,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000930,4.425593577653059,HCC1569,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000931,1.565597175854225,HMCB,Melanoma,Skin,Melanoma
ACH-000932,0.070389327891398,SNU1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000933,4.493134922305505,SNU324,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-000934,3.613531652917927,MDAMB361,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000935,2.1984941536390834,MDST8,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000936,1.6088092426755238,EFO27,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000937,5.530757457461217,PF382,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000938,2.6182386555954547,NALM6,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000939,1.769771739249448,SKUT1,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-000940,0.7311832415722002,AN3CA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000941,0.5160151470036647,HEC1B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000942,4.389566811762726,HPBALL,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000943,0.0426443374084937,RKO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000944,0.3785116232537298,NAMALWA,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000945,3.4620523187964327,NCIH650,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000946,4.844486087757799,HEC265,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000947,0.5945485495503542,OVK18,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000948,0.4222330006830478,2313287,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000949,3.720278465233327,TGBC11TKB,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000950,5.096346198993175,LOVO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000951,3.548436624696042,NCIH2342,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000952,3.572889668420581,MDAPCA2B,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000953,4.683134985126093,SUPT1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000954,2.37851162325373,HEC1A,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000955,5.213347281733441,SNU407,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000956,0.1634987322828795,22RV1,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000957,5.269033146455237,LS180,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000958,0.7484612330040357,SW48,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000959,4.730639955916791,SNUC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000960,2.2448870591235344,REH,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000961,3.196921733820329,ISHIKAWAHERAKLIO02ER,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000962,2.0531113364595623,OC314,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000963,6.301038849903148,CCK81,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000964,4.642701571833233,MOLT3,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-000965,0.765534746362977,RL952,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000966,2.9597701552114675,IGROV1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000967,5.955126781261366,SNUC2A,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000968,3.879705766282288,COLO792,Melanoma,Skin,Melanoma
ACH-000969,0.3785116232537298,KM12,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000970,4.215678596607928,SNUC5,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000971,2.817623257511431,HCT116,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000972,2.594548549550354,HEC151,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000973,2.077242998932461,639V,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer
ACH-000974,3.1358631653686797,SNGM,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000975,3.3798981635246923,HCC2450,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000976,2.9392265777282085,HUCCT1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-000977,2.6982184782244136,LNCAPCLONEFGC,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000978,0.5459683691052926,EN,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000979,4.710944154575872,DU145,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000980,3.581351247168777,NCIH1155,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000981,4.515384460636948,DND41,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000982,3.7980505147675134,GP2D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000983,7.372603915204483,KCL22,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-000984,0.5945485495503542,HEC6,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000985,2.9597701552114675,LS411N,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000986,5.418527302101609,HT115,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000987,2.918386234446348,MEWO,Melanoma,Skin,Melanoma
ACH-000988,4.210232990095849,MFE319,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000989,3.763411574470007,SNU175,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000990,5.00943675560809,HEC108,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000991,3.978195629681652,SNU81,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000993,4.377817853083645,JHUEM7,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000994,1.6276068381296498,HEC59,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000995,1.6870606883398924,JURKAT,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000996,4.062639828286463,HEC251,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000997,4.05484847699562,HCT15,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000998,7.189033824390017,CW2,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000999,4.20633064787105,SNU1040,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001001,2.9011082430145123,143B,Osteosarcoma,Bone,Osteosarcoma
ACH-001016,2.957914598632985,BECKER,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001019,0.3219280948873623,BROLI,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001020,0.1890338243900171,BT16,Embryonal Tumor,CNS/Brain,Embryonal Tumor
